Club ID,Club Name,Rotaract Club Name,Rotaract Club ID,Rotaract Club Status,Rotaract Club Base,Country/Geographic Area,Sponsor Clubs,President / Advisor Term Reported,District,Zone,RI Zone,Total Reported Members,Arrears,Officers,isArrears,outstanding,outstandingUSD,outstandingINR,isAtRisk,isNoOfficers,officerRole,officerLastReported,myRotaryAccount,trfTotal,trfAnnual,trfPolio,trfOther,trfEndowment,afPerCapita,isNewClub,charterDate,charterMembers,sponsoredInteractClubs,sponsoredInteractCount
218701,Bhuvanagiri Ragavendhra,Bhuvanagiri Ragavendhra,218701,Active,Community,India,,2020 - 2021,2981,Zone 5,Zone 5,1,Yes,No,TRUE,3228,33.63,3228,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8823823,"Bon Secours Arts & Science College For Women, Mannargudi","Bon Secours Arts & Science College For Women, Mannargudi",8823823,Active,University,India,Mannargudi Mid Town (Rotary),2020 - 2021,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8828028,Bon Secours College for Women Thanjavur,Bon Secours College for Women Thanjavur,8828028,Active,University,India,Thanjavur South (Rotary),2026 - 2027,2981,Zone 5,Zone 5,20,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824874,Bon Secours-Literati,Bon Secours-Literati,8824874,Active,University,India,Thanjavur Granary (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
8824590,B.P.J College of Arts & Science,B.P.J College of Arts & Science,8824590,Active,University,India,Srimushnam (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
218035,CSM College of Arts & Science,CSM College of Arts & Science,218035,Active,University,India,Vridhachalam (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8827767,Cuddalore Waves,Cuddalore Waves,8827767,Active,Community,India,Cuddalore Central (Rotary); Cuddalore Coastal City (Rotary),2026 - 2027,2981,Zone 5,Zone 5,17,Yes,Yes,TRUE,14443,150.45,14443,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8825038,Dhamapuram Adhinam Arts College,Dhamapuram Adhinam Arts College,8825038,Active,University,India,Mayiladuthurai (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,531,5.53,531,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
217872,"Dr. Kalam Polytechnic College, Avanam","Dr. Kalam Polytechnic College, Avanam",217872,Active,University,India,Pattukkottai (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8828177,Dr. M.S. Swaminathan Agricultural College and Research Institute Thanjavur,Dr. M.S. Swaminathan Agricultural College and Research Institute Thanjavur,8828177,Active,University,India,Thanjavur Heritage (Rotary),2026 - 2027,2981,Zone 5,Zone 5,20,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
217505,Engineering and Technology Annamalai Nagar,Engineering and Technology Annamalai Nagar,217505,Active,University,India,Chidambaram (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8826662,God City Kumbakonam,God City Kumbakonam,8826662,Active,Community,India,,2025 - 2026,2981,Zone 5,Zone 5,15,Yes,No,TRUE,18340,191.04,18340,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8828499,Idhaya College for Women Kumbakonam,Idhaya College for Women Kumbakonam,8828499,Active,University,India,Kumbakonam Sakthi (Rotary),2026 - 2027,2981,Zone 5,Zone 5,13,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8823811,Idhaya College of Arts & Science for Women,Idhaya College of Arts & Science for Women,8823811,Active,University,India,Pondicherry Eves (Rotary),2020 - 2021,2981,Zone 5,Zone 5,1,Yes,No,TRUE,1039,10.82,1039,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8827706,Indira Gandhi Medical College & Research Institute,Indira Gandhi Medical College & Research Institute,8827706,Active,University,India,Pondicherry Beach Town (Rotary),2026 - 2027,2981,Zone 5,Zone 5,18,Yes,Yes,TRUE,12744,132.75,12744,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824780,Indirani College Of Nursing,Indirani College Of Nursing,8824780,Active,University,India,Nagapattinam Holytown (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
8827978,Kasturba Gandhi Nursing College,Kasturba Gandhi Nursing College,8827978,Active,University,India,Pondicherry Central (Rotary),2026 - 2027,2981,Zone 5,Zone 5,21,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824167,Konagarnadu Sakthi,Konagarnadu Sakthi,8824167,Active,University,India,Kumbakonam Sakthi (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,1039,10.82,1039,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824653,Kurinjipadi,Kurinjipadi,8824653,Active,University,India,Vadalur Central (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824468,Marutu Pandiyar College,Marutu Pandiyar College,8824468,Active,University,India,Thanjavur Kings (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
218694,Meyyathur,Meyyathur,218694,Active,Community,India,Chidambaram Central (Rotary),2020 - 2021,2981,Zone 5,Zone 5,1,Yes,No,TRUE,3228,33.63,3228,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
8824108,Mother Teresa Nursing College,Mother Teresa Nursing College,8824108,Active,University,India,Pondicherry Auro City (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,531,5.53,531,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
213168,M.R.G. Arts College Mannargudi,M.R.G. Arts College Mannargudi,213168,Active,University,India,Mannargudi Mid Town (Rotary),2019 - 2020,2981,Zone 5,Zone 5,2,Yes,No,TRUE,4035,42.03,4035,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8825010,M R K Arts and Science College,M R K Arts and Science College,8825010,Active,University,India,Katturmannarkoil Galaxy (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
8827976,MVIT (MBA) Pondicherry,MVIT (MBA) Pondicherry,8827976,Active,University,India,Pondicherry Divine City (Rotary),2026 - 2027,2981,Zone 5,Zone 5,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8825000,National Institute of Technology Puducherry,National Institute of Technology Puducherry,8825000,Active,University,India,Karaikal (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
8824168,Pattukkottai,Pattukkottai,8824168,Active,Community,India,Pattukkottai (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2445,25.47,2445,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
217698,PERUNTHALAIVAR KAMARAJAR COLLEGE OF EDUCATION,PERUNTHALAIVAR KAMARAJAR COLLEGE OF EDUCATION,217698,Active,University,India,Karaikal Centennial (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8824298,Physiotherapy SBV University,Physiotherapy SBV University,8824298,Active,University,India,Pondicherry Heritage (Rotary),2021 - 2022,2981,Zone 5,Zone 5,2,Yes,No,TRUE,4035,42.03,4035,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8828473,Pondicherry Alpha League,Pondicherry Alpha League,8828473,Active,Community,India,Pondicherry Eves (Rotary),2026 - 2027,2981,Zone 5,Zone 5,21,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8823979,Pondicherry Beachtown,Pondicherry Beachtown,8823979,Active,Community,India,Pondicherry Beach Town (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,3228,33.63,3228,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824848,Pondicherry Celebrities,Pondicherry Celebrities,8824848,Active,University,India,Pondicherry Beach Town (Rotary),2026 - 2027,2981,Zone 5,Zone 5,3,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824169,Pondicherry Cosmos,Pondicherry Cosmos,8824169,Active,Community,India,Pondicherry-Cosmos (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,3228,33.63,3228,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824119,Pondicherry Engineering College,Pondicherry Engineering College,8824119,Active,University,India,Pondicherry Auro City (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,531,5.53,531,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8823990,Pondicherry River,Pondicherry River,8823990,Active,University,India,Pondicherry (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,531,5.53,531,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8828361,Pope John Paul II College of Education,Pope John Paul II College of Education,8828361,Active,University,India,Pondicherry Shine (Rotary),2026 - 2027,2981,Zone 5,Zone 5,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8824787,Prime College of Architecture and Planning,Prime College of Architecture and Planning,8824787,Active,University,India,Pondicherry Agaram (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
217629,PRIST,PRIST,217629,Active,University,India,Kumbakonam Midtown (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
217623,PRPOLY,PRPOLY,217623,Active,University,India,Kumbakonam Midtown (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8824268,"PS.PT MGR Govt Arts and Science College, Puthur","PS.PT MGR Govt Arts and Science College, Puthur",8824268,Active,University,India,Sirkali (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824121,Saradha Gangadharan College,Saradha Gangadharan College,8824121,Active,University,India,Pondicherry Auro City (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,531,5.53,531,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824654,Sir Issac Newton College of Engineering and Technology,Sir Issac Newton College of Engineering and Technology,8824654,Active,University,India,Nagapattinam (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
217306,SJCET Thanjavur,SJCET Thanjavur,217306,Active,University,India,Thanjavur Cosmos (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8824272,Srinivasa Subbaraya Government Polytechnic College,Srinivasa Subbaraya Government Polytechnic College,8824272,Active,University,India,Sirkali (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824582,Sri Raghavendra School of Nursing,Sri Raghavendra School of Nursing,8824582,Active,University,India,Nagapattinam Holytown (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8824471,Sri Venkateshwaraa Medical College Hospital & Research Centre,Sri Venkateshwaraa Medical College Hospital & Research Centre,8824471,Active,University,India,Pondicherry Eves (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8823721,Sri Venkateshwara College of Engineering & Technology,Sri Venkateshwara College of Engineering & Technology,8823721,Active,University,India,Pondicherry Beach Town (Rotary),2020 - 2021,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2020 - 2021,N,0,0,0,0,0,0,FALSE,,0,,0
217466,STET Women's College,STET Women's College,217466,Active,University,India,Mannargudi (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8827972,St. Joseph College of Arts and Science Cuddalore,St. Joseph College of Arts and Science Cuddalore,8827972,Active,University,India,Cuddalore (Rotary),2026 - 2027,2981,Zone 5,Zone 5,20,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
217307,Thanjavur AVASC,Thanjavur AVASC,217307,Active,University,India,Thanjavur Cosmos (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8825011,Vadalur Poosalikuppam,Vadalur Poosalikuppam,8825011,Active,University,India,Vadalur (Rotary),2022 - 2023,2981,Zone 5,Zone 5,1,Yes,No,TRUE,2018,21.02,2018,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
215940,Vaigarai Community College,Vaigarai Community College,215940,Active,University,India,Thiruvaiyaru (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8824273,Vasanthamurugu Polytechnic College,Vasanthamurugu Polytechnic College,8824273,Active,University,India,Sirkali (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
218166,Venkateswara Educational Institutions,Venkateswara Educational Institutions,218166,Active,Community,India,Kumbakonam (Rotary),2019 - 2020,2981,Zone 5,Zone 5,1,Yes,No,TRUE,3228,33.63,3228,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
8824315,Vivekanandha Arts & Science College for Women,Vivekanandha Arts & Science College for Women,8824315,Active,University,India,Sirkali (Rotary),2021 - 2022,2981,Zone 5,Zone 5,1,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2021 - 2022,N,0,0,0,0,0,0,FALSE,,0,,0
8827242,Angels College of Education,Angels College of Education,8827242,Active,University,India,Namakkal Poultry Town (Rotary),2026 - 2027,2982,Zone 5,Zone 5,20,Yes,Yes,TRUE,10620,110.63,10620,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828171,Bharathi Women's College,Bharathi Women's College,8828171,Active,University,India,Kallakurichi (Rotary),2026 - 2027,2982,Zone 5,Zone 5,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
215368,Dhirajlal Gandhi College of Technology,Dhirajlal Gandhi College of Technology,215368,Active,University,India,Salem Smart City (Rotary),2019 - 2020,2982,Zone 5,Zone 5,3,Yes,No,TRUE,6053,63.05,6053,FALSE,TRUE,Rotaract President,2019 - 2020,N,0,0,0,0,0,0,FALSE,,0,,0
68825,Dr. Hahnemann Homeopathy Medical College & Research C.,Dr. Hahnemann Homeopathy Medical College & Research C.,68825,Active,University,India,Rasipuram (Rotary),2022 - 2023,2982,Zone 5,Zone 5,12,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2022 - 2023,N,0,0,0,0,0,0,FALSE,,0,,0
8826388,Government Arts and Science College Sendamangalam,Government Arts and Science College Sendamangalam,8826388,Active,University,India,Rasipuram (Rotary),2024 - 2025,2982,Zone 5,Zone 5,15,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8828432,Hosur,Hosur,8828432,Active,Community,India,Hosur (Rotary),2026 - 2027,2982,Zone 5,Zone 5,22,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828622,Hosur Dynamic,Hosur Dynamic,8828622,Active,Community,India,Hosur Legends (Rotary),2026 - 2027,2982,Zone 5,Zone 5,14,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,TRUE,10-Aug-2026,14,,0
8826466,Hosur Midtown Youngsters,Hosur Midtown Youngsters,8826466,Active,Community,India,Hosur Midtown (Rotary),2026 - 2027,2982,Zone 5,Zone 5,13,Yes,Yes,TRUE,14452,150.54,14452,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827524,Idappadi,Idappadi,8827524,Active,Community,India,Idappadi (Rotary),2026 - 2027,2982,Zone 5,Zone 5,19,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
217206,Jalakandapuram,Jalakandapuram,217206,Active,Community,India,Jalakandapuram (Rotary),2026 - 2027,2982,Zone 5,Zone 5,16,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827145,Jayarani Arts and Science College for Women,Jayarani Arts and Science College for Women,8827145,Active,University,India,Salem Junction (Rotary),2026 - 2027,2982,Zone 5,Zone 5,32,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8827624,Kailash Women's College,Kailash Women's College,8827624,Active,University,India,Jalakandapuram (Rotary),2026 - 2027,2982,Zone 5,Zone 5,16,Yes,Yes,TRUE,8496,88.5,8496,TRUE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
92193,Knowledge Institute of Technology,Knowledge Institute of Technology,92193,Active,University,India,Salem Mid-Town (Rotary),2026 - 2027,2982,Zone 5,Zone 5,12,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8826185,K. S. Rangasamy College of Arts and Science,K. S. Rangasamy College of Arts and Science,8826185,Active,University,India,Tiruchengodu Hi-Tech (Rotary),2025 - 2026,2982,Zone 5,Zone 5,12,Yes,No,TRUE,6372,66.38,6372,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826183,K. S. Rangasamy College of Technology,K. S. Rangasamy College of Technology,8826183,Active,University,India,Tiruchengodu Hi-Tech (Rotary),2024 - 2025,2982,Zone 5,Zone 5,12,No,No,FALSE,0,0,0,FALSE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8826186,K. S. Rangasamy Institute of Technology,K. S. Rangasamy Institute of Technology,8826186,Active,University,India,Tiruchengodu Hi-Tech (Rotary),2024 - 2025,2982,Zone 5,Zone 5,12,Yes,No,TRUE,7302,76.06,7302,TRUE,TRUE,Rotaract President,2024 - 2025,N,0,0,0,0,0,0,FALSE,,0,,0
8826179,K. S. R. College of Arts and Science for Women,K. S. R. College of Arts and Science for Women,8826179,Active,University,India,Komarapalayam (Rotary),2025 - 2026,2982,Zone 5,Zone 5,12,Yes,No,TRUE,6372,66.38,6372,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826184,K. S. R. College of Engineering,K. S. R. College of Engineering,8826184,Active,University,India,Komarapalayam (Rotary),2025 - 2026,2982,Zone 5,Zone 5,12,Yes,No,TRUE,6372,66.38,6372,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826180,K. S. R. College of Nursing and Allied Health Science,K. S. R. College of Nursing and Allied Health Science,8826180,Active,University,India,Tiruchengodu Hi-Tech (Rotary),2025 - 2026,2982,Zone 5,Zone 5,12,Yes,No,TRUE,7302,76.06,7302,TRUE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826204,K. S. R. Institute for Engineering and Technology,K. S. R. Institute for Engineering and Technology,8826204,Active,University,India,Komarapalayam (Rotary),2025 - 2026,2982,Zone 5,Zone 5,13,Yes,No,TRUE,6903,71.91,6903,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8826181,K. S. R. Institute of Dental Science and Research,K. S. R. Institute of Dental Science and Research,8826181,Active,University,India,Tiruchengodu Hi-Tech (Rotary),2025 - 2026,2982,Zone 5,Zone 5,12,Yes,No,TRUE,6372,66.38,6372,FALSE,TRUE,Rotaract President,2025 - 2026,N,0,0,0,0,0,0,FALSE,,0,,0
8827527,Mettur Dam City,Mettur Dam City,8827527,Active,Community,India,Mettur Dam City (Rotary),2026 - 2027,2982,Zone 5,Zone 5,15,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
8828031,Mettur Government Arts and Science College,Mettur Government Arts and Science College,8828031,Active,University,India,Mettur Dam City (Rotaract),2026 - 2027,2982,Zone 5,Zone 5,25,No,Yes,FALSE,0,0,0,FALSE,FALSE,N/A,N/A,N/A,0,0,0,0,0,0,FALSE,,0,,0
